动账时间,动帐流水号,动账方向,动账金额,动账账户,动账场景,计费类型,子订单号,订单号,售后编号,下单时间,商品ID,商品名称,达人ID,达人名称,订单类型,订单实付应结,运费实付,实际平台补贴_运费,实际平台补贴,其他平台补贴,以旧换新抵扣,政府补贴平台垫资,实际达人补贴,实际抖音支付补贴,实际抖音月付营销补贴,银行补贴,订单退款,平台服务费,佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,是否免佣,免佣金额,商户主体名称,备注
2026-03-10 05:48:22,'2026031005481617158638272628,入账,6.64,聚合账户,货款结算入账,精选联盟,'6924533945568165160,'6924533945568165160,'SS76143855988667845500150,2026-02-27 07:55:40,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,'1400117048905447,欣晴玩具,普通订单,6.99,0,0,0,0,0,0,0,0,0,0,0,-0.35,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 05:48:23,'2026031005481641621588902628,入账,94.95,聚合账户,货款结算入账,小店自卖,'6924532155140636399,'6924532155140636399,'SS76143852644632376420162,2026-02-27 09:12:02,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,99.95,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 05:48:23,'2026031005481610742336502628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924520903999586031,'6924520903999586031,'SS76143852595263411200061,2026-02-27 09:25:48,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 05:48:27,'2026031005481728787021182628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924523258356137711,'6924523258356137711,'SS76143852697767938900133,2026-02-27 09:25:31,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 05:48:35,'2026031005482520038989062628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924534051903930095,'6924534051903930095,'SS76143852599460869210201,2026-02-27 09:25:05,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 05:48:36,'2026031005483105925647782628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924529655651204524,'6924529655651204524,'SS76143900392462420940098,2026-02-27 06:59:01,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 05:48:53,'2026031005484805546522022628,入账,94.95,聚合账户,货款结算入账,小店自卖,'6924527607677157103,'6924527607677157103,'SS76143852683216161280203,2026-02-27 09:10:18,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,99.95,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 05:48:58,'2026031005485217996188252628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924516156316286282,'6924516156316286282,'SS76143937748612552180123,2026-02-27 07:42:57,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 05:48:59,'2026031005485131340956262628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924523073573059775,'6924523073573059775,'SS76143923638635443460047,2026-02-27 07:24:24,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 05:49:37,'2026031005493004952765702628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924525079393238035,'6924525079393238035,'SS76135714626452359950130,2026-02-27 07:58:21,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 05:49:59,'2026031005495233017859022628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924529699567598752,'6924529699567598752,'SS76143928372622298060045,2026-02-27 08:07:38,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 05:50:06,'2026031005495641783790542628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924518394915618483,'6924518394915618483,'SS76143900473284856470192,2026-02-27 07:02:25,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:40:02,'2026031006394907817016732628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950934539737175228,'6950934539737175228,'SS76143937731631027740163,2026-02-27 07:06:57,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,5.99,0,0,4,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:40:04,'2026031006395029098358122628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950930100682757846,'6950930100682757846,'SS76143923454638658970004,2026-02-27 08:03:28,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:40:28,'2026031006401516821127682628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950903624261244833,'6950903624261244833,'SS76143923599377369980209,2026-02-27 07:17:18,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:40:52,'2026031006403911129697342628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950915013843817846,'6950915013843817846,'SS76143928348253396830224,2026-02-27 07:57:51,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0.01,0,0,9.98,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:40:53,'2026031006404004659655952628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950928017177777637,'6950928017177777637,'SS76143937764765539990023,2026-02-27 08:15:25,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:41:02,'2026031006404900209722982628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950927976586548316,'6950927976586548316,'SS76143923462393574750044,2026-02-27 08:00:51,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9,0,0,0.99,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:42:14,'2026031006420002455309182628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950926209229133196,'6950926209229133196,'SS76143923657470285060181,2026-02-27 07:58:51,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:43:05,'2026031006425300629476102628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950926256904083263,'6950926256904083263,'SS76143923518517581070227,2026-02-27 08:01:13,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:43:20,'2026031006430807469140752628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950915033846060298,'6950915033846060298,'SS76143937855442132580061,2026-02-27 08:11:37,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,6.99,0,0,3,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:43:49,'2026031006433706585715582628,入账,3.79,聚合账户,货款结算入账,精选联盟,'6950934574676644999,'6950934574676644999,'SS76143856291453831780208,2026-02-27 07:11:33,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,'1400117048905447,欣晴玩具,普通订单,0.01,0,0,3.98,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:44:10,'2026031006435504039969282628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950912662417381098,'6950912662417381098,'SS76143928179311583140243,2026-02-27 08:08:15,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,6.98,0,0,3.01,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:47:24,'2026031006471410833764472628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924513896174091851,'6924513896174091851,'SS76143928356677432730217,2026-02-27 08:05:46,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:48:05,'2026031006475533849513592628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924529711194864655,'6924529711194864655,'SS76143937916505298550227,2026-02-27 08:16:16,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.39,0,0,0,0,0,0,0,0.6,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:48:40,'2026031006483040354657692628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924533938432408899,'6924533938432408899,'SS76143928273885476380116,2026-02-27 08:04:01,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:49:31,'2026031006491801137218902628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924520739728227392,'6924520739728161856,'SS76143903353012390910074,2026-02-27 08:06:19,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,8.99,0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:49:52,'2026031006494014399288952628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924518419190152856,'6924518419190152856,'SS76143928188804144990188,2026-02-27 07:34:39,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:50:00,'2026031006494901014338972628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6924550642096634882,'6924550642096634882,'SS76144515266565903630221,2026-02-28 06:28:06,'3805757284198515070,2026爆款网红涂鸦手持电动泡泡机夏天户外男孩女孩玩具,'1400117048905447,欣晴玩具,普通订单,10.59,0,0,4.4,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:50:17,'2026031006500200474483302628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924523126559637214,'6924523126559637214,'SS76143923516785628500021,2026-02-27 07:49:35,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,5.99,0,0,4,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 06:50:27,'2026031006501202950968382628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924523211040980719,'6924523211040980719,'SS76143852579555947930042,2026-02-27 09:15:11,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 06:50:36,'2026031006502435909798942628,入账,37.98,聚合账户,货款结算入账,小店自卖,'6924520895433834223,'6924520895433834223,'SS76143852649242790860135,2026-02-27 09:15:53,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,,,普通订单,39.98,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,否,0,广州斌立科技有限公司,订单结算
2026-03-10 06:50:47,'2026031006503300822359042628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924520739728161856,'6924520739728161856,'SS76143903326358244110027,2026-02-27 08:06:19,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,8.99,0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:17:33,'2026031007173027991744152628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950905922390332991,'6950905922390332991,'SS76143937899515253950029,2026-02-27 08:02:01,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,5.99,0,0,4,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:19:15,'2026031007191302655685632628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6924541630833458825,'6924541630833458825,'SS76143880004363432960004,2026-02-28 07:06:33,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:19:15,'2026031007191301817643782628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950923814808982895,'6950923814808982895,'SS76143923517590413160123,2026-02-27 06:46:59,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:19:15,'2026031007191310662917222628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924520684105727454,'6924520684105727454,'SS76143923606558646180003,2026-02-27 06:44:58,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:19:16,'2026031007191315988825692628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950936756890179351,'6950936756890179351,'SS76143937731630863900188,2026-02-27 07:17:07,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:19:16,'2026031007191310914532352628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924513871021768024,'6924513871021768024,'SS76143937733219131280186,2026-02-27 08:06:50,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:21:55,'2026031007215231337187992628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950939092310366022,'6950939092310366022,'SS76143937888868436740094,2026-02-27 08:07:05,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:21:55,'2026031007215202949002752628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924533927657111504,'6924533927657111504,'SS76143902819451701910225,2026-02-27 07:59:25,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:21:55,'2026031007215108139781462628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950939026811524651,'6950939026811524651,'SS76143937859226012620127,2026-02-27 07:37:40,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:21:55,'2026031007215217606784002628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950905880638002868,'6950905880638002868,'SS76143928269443732820199,2026-02-27 08:09:35,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:21:55,'2026031007215215459497302628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950934575155844948,'6950934575155844948,'SS76143923549041792460226,2026-02-27 08:03:37,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:24:45,'2026031007244237922453002628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924523113237806967,'6924523113237806967,'SS76143923553828419080021,2026-02-27 07:59:45,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,6.98,0,0,3.01,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:27:43,'2026031007273937168422802628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950917456438039727,'6950917456438039727,'SS76143928233330283520041,2026-02-27 07:22:31,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:27:43,'2026031007273914437255832628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950934535554733976,'6950934535554733976,'SS76143923638634132740108,2026-02-27 07:47:46,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:27:43,'2026031007273930378232582628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924516179286130325,'6924516179286130325,'SS76143923496946731670066,2026-02-27 08:03:41,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:27:43,'2026031007273837679434332628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924544097077263372,'6924544097077263372,'SS76143843404593728510108,2026-02-28 06:51:56,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:27:43,'2026031007273919127508582628,入账,14.24,聚合账户,货款结算入账,精选联盟,'6924546466998746124,'6924546466998746124,'SS76143843534513441780188,2026-02-28 06:40:12,'3805374372856856962,2026新款海豚冲电泡泡机爆款卡通七彩泡泡机创意灯光连发泡泡枪,'1400117048905447,欣晴玩具,普通订单,14.99,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:34:21,'2026031007341830797340502628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950905834484208889,'6950905834484208889,'SS76143928217062121230184,2026-02-27 07:30:27,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,0.01,0,0,9.98,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:41:01,'2026031007405828060431632628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950917466262934568,'6950917466262934568,'SS76143937857765094500051,2026-02-27 07:39:26,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,5.99,0,0,4,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:46:52,'2026031007464815406536192628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924513839966486193,'6924513839966486193,'SS76143923658134489750145,2026-02-27 07:59:15,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,5.99,0,0,4,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:48:36,'2026031007483300867251742628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924520739728292928,'6924520739728161856,'SS76143903625133102270166,2026-02-27 08:06:19,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,8.99,0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:49:50,'2026031007494637462510422628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924516147098320156,'6924516147098320156,'SS76143923565829819150173,2026-02-27 07:30:56,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:59:42,'2026031007593724002726762628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924523109707710422,'6924523109707710422,'SS76143937917050718820228,2026-02-27 08:11:19,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.5,0,0,0.49,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:59:57,'2026031007595337252631132628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924523092876230006,'6924523092876230006,'SS76143928206703501340200,2026-02-27 07:29:25,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:59:57,'2026031007595403677107832628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6950981370294114179,'6950981370294114179,'SS76143333413573758070080,2026-03-02 07:07:13,'3796352096052314184,电动摇摆发光鱼带音乐投影灯光会跑会摇尾巴【自备3节5号电池,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:59:57,'2026031007595509442760042628,入账,8.54,聚合账户,货款结算入账,精选联盟,'6950905835690333545,'6950905835690333545,'SS76143855400136873110087,2026-02-27 06:49:50,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,'1400117048905447,欣晴玩具,普通订单,8.99,0,0,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
2026-03-10 07:59:57,'2026031007595329034910982628,入账,9.49,聚合账户,货款结算入账,精选联盟,'6924520714212310512,'6924520714212310512,'SS76143900567273643870195,2026-02-27 06:51:30,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,'1400117048905447,欣晴玩具,普通订单,9.99,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,广州斌立科技有限公司,订单结算
